QKEY,INTERVIEW_START_W152,INTERVIEW_END_W152,DEVICE_TYPE_W152,SVYMODE_W152,LANG_W152,FORM_W152,AI_HEARD_W152,CNCEXC_W152,USEAI_W152,AICONTROL1_W152,AICONTROL2_W152,AICHANGE_W152,AIFUTRIMPCT_a_W152,AIFUTRIMPCT_b_W152,AIFUTRIMPCT_c_W152,AIFUTRIMPCT_d_W152,AIFUTRIMPCT_e_W152,AIFUTRIMPCT_f_W152,AIFUTRIMPCT_g_W152,AIFUTRIMPCT_h_W152,AIFUTRIMPCT_i_W152,AIFUTRIMPCT_j_W152,AIJOBS_W152,AIJOBIMPCT_a_W152,AIJOBIMPCT_b_W152,AIJOBIMPCT_c_W152,AIJOBIMPCT_d_W152,AIJOBIMPCT_e_W152,AIJOBIMPCT_f_W152,AIJOBIMPCT_g_W152,AIJOBIMPCT_h_W152,AIJOBIMPCT_i_W152,AIJOBIMPCT_j_W152,HUMANVAI_a_W152,HUMANVAI_b_W152,HUMANVAI_c_W152,HUMANVAI_d_W152,HUMANVAI_e_W152,HUMANVAI_f_W152,HUMANVAI_g_W152,HUMANVAI_h_W152,PERSBENHRM_W152,TRSTAIPRS_W152,AICONCERN_a_W152,AICONCERN_b_W152,AICONCERN_c_W152,AICONCERN_d_W152,AICONCERN_e_W152,AICONCERN_f_W152,AICONCERN_g_W152,FUTRAI_a_W152,FUTRAI_b_W152,FUTRAI_c_W152,FUTRAI_d_W152,DISCRIM1_a_W152,DISCRIM1_b_W152,DISCRIM1_c_W152,DISCRIM1_d_W152,DISCRIM1_e_W152,DISCRIM1_f_W152,AIREG_W152,REGCONFG_W152,REGCONFI_W152,CHATAWARE_W152,CHATUSE_W152,CHATHELPFUL_W152,DRIVE1_W152,DRIVE2_a_W152,DRIVE2_b_W152,DRIVE2_c_W152,DRIVE2_d_W152,DRIVE2_e_W152,DRIVE2_f_W152,DRIVE3_W152,DRIVER_W152,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W152
201801121303,13-Aug-2024 15:26:14,13-Aug-2024 15:41:15,3,1,9,1,2,2,5,4,2,4,4,5,5,5,5,,,,,,2,2,3,2,1,3,,,,,,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,5,1,4,4,5,5,5,5,5,5,2,5,5,2,2,,3,1,1,1,1,1,1,2,1,2,3,6,3,3,2,3,2,2,,1,1,1,1,3,1,2,1,5,1,,1,1,1,2,2,1,2,2,1.0303088002028475
201801121404,13-Aug-2024 20:08:07,13-Aug-2024 20:13:05,1,1,9,1,1,2,2,4,2,4,2,5,6,4,6,,,,,,2,3,2,3,2,3,,,,,,2,2,2,3,2,4,1,2,1,2,2,1,2,1,1,4,3,2,2,4,4,2,4,4,3,2,4,2,5,5,1,2,,3,3,1,2,3,1,2,4,2,1,3,6,2,2,3,1,6,2,,1,1,1,1,2,11,,4,5,3,2,2,4,1,9,5,1,2,3,1.064656989826323
201801121425,14-Aug-2024 09:13:48,14-Aug-2024 09:19:20,3,1,9,1,1,2,3,4,2,6,1,5,5,3,4,,,,,,2,1,1,2,2,1,,,,,,3,1,2,2,2,2,1,2,3,2,2,2,2,3,2,3,3,3,3,3,4,5,5,5,5,5,5,2,5,5,2,2,,3,1,1,1,1,1,2,3,1,1,3,6,3,4,1,2,3,2,,1,1,1,1,5,1,1,1,4,1,,1,1,1,1,1,2,2,1,0.8178332813915956
201801121705,13-Aug-2024 16:26:12,13-Aug-2024 16:27:22,1,1,9,1,1,2,4,3,2,3,4,3,4,2,4,,,,,,2,3,2,2,2,99,,,,,,2,3,2,2,3,1,2,3,2,1,2,3,3,2,3,4,4,1,1,2,1,1,2,5,3,3,2,2,3,3,1,99,,3,2,2,3,2,3,3,4,4,1,3,6,2,1,2,3,1,2,,1,1,1,1,5,2,2,2,2,2,,2,3,2,6,2,3,1,2,1.8631101482408576
201801121752,13-Aug-2024 18:49:35,13-Aug-2024 19:02:35,3,1,9,2,2,2,4,4,2,6,,,,,,6,6,6,6,6,2,,,,,,2,2,2,2,2,4,4,1,1,1,4,3,4,3,2,1,1,3,2,2,2,1,6,3,3,6,5,1,5,5,5,2,2,5,4,3,,,3,1,2,2,2,1,2,4,1,1,3,6,2,4,1,2,4,2,,1,1,1,1,1,1,1,1,5,2,,2,3,1,6,2,2,2,2,0.8763938596655639
201801122147,17-Aug-2024 12:03:42,17-Aug-2024 12:11:34,1,1,9,2,2,2,4,3,2,4,,,,,,2,3,2,4,4,2,,,,,,2,2,3,3,3,1,1,2,2,2,3,2,3,1,1,1,1,1,4,2,2,2,1,3,1,4,1,3,3,3,2,3,1,4,6,2,1,3,4,1,1,1,2,1,1,2,1,2,3,6,3,1,2,1,5,2,,1,4,4,1,1,12,,3,6,2,,2,4,1,3,4,1,2,2,0.7214578157374786
201801122174,15-Aug-2024 14:49:10,15-Aug-2024 14:56:28,1,1,9,1,2,2,5,4,3,4,2,2,3,2,3,,,,,,2,3,2,2,2,3,,,,,,2,2,2,2,2,2,2,2,1,99,2,2,2,1,2,2,2,3,2,4,4,2,3,3,3,2,4,2,4,3,2,1,4,3,2,2,2,1,1,2,3,1,1,3,6,2,4,1,2,4,2,,1,2,2,1,1,1,1,1,1,2,,2,3,1,8,3,2,2,2,0.3566560135376387
201801122366,13-Aug-2024 16:58:18,13-Aug-2024 17:08:07,1,1,9,1,2,2,2,3,1,6,5,3,4,6,5,,,,,,4,4,1,4,4,2,,,,,,3,3,4,4,2,2,2,4,1,2,1,1,1,2,3,2,2,2,4,3,6,2,2,5,2,2,2,2,3,3,3,,,4,1,1,1,2,1,1,3,4,2,3,6,3,4,2,3,2,2,,1,1,1,1,1,1,2,1,5,3,1,1,1,1,3,2,2,2,2,0.947050448010475
201801122698,13-Aug-2024 14:36:17,13-Aug-2024 14:45:03,1,1,9,1,1,2,5,5,2,3,3,3,3,3,3,,,,,,2,3,2,2,2,2,,,,,,3,3,2,4,2,3,3,2,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,5,5,2,2,,3,2,2,2,1,1,3,4,1,2,3,6,3,3,1,3,2,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,9,2,2,2,2,1.6256446421702146
201801122769,13-Aug-2024 15:11:11,13-Aug-2024 15:21:27,1,1,9,2,2,3,5,4,3,3,,,,,,6,6,3,6,4,4,,,,,,2,3,2,4,4,4,4,2,4,4,4,2,2,1,2,2,1,2,2,2,3,2,2,2,4,4,3,3,3,3,3,3,2,3,4,3,,,3,2,2,2,3,1,2,4,2,2,3,6,3,4,1,3,2,2,,1,1,1,1,3,1,1,1,5,2,,2,3,1,3,3,4,1,2,0.9425215243551811
201801122980,14-Aug-2024 10:36:23,14-Aug-2024 10:44:23,1,1,9,1,2,2,2,4,2,6,2,3,3,4,3,,,,,,2,3,2,2,2,3,,,,,,2,1,3,2,2,2,2,3,1,2,1,2,2,1,3,2,2,3,2,5,4,2,2,2,2,2,2,1,5,5,2,1,3,3,2,2,2,2,1,2,3,1,1,3,6,3,2,2,3,2,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,2,1,1,1,1,0.8887878851446291
201801123002,14-Aug-2024 08:12:09,14-Aug-2024 08:26:45,3,1,9,1,1,3,4,3,2,4,5,5,5,4,4,,,,,,2,3,2,2,2,3,,,,,,1,3,2,3,4,2,2,2,1,2,1,1,1,1,4,1,1,2,3,3,4,5,5,5,5,5,5,3,4,4,1,1,2,2,2,2,2,2,2,2,4,1,2,3,6,3,2,2,1,6,2,,1,1,1,1,1,1,2,1,2,4,1,1,2,1,8,3,1,1,2,0.6995317263552345
201801123316,14-Aug-2024 00:23:52,14-Aug-2024 00:37:50,1,1,9,2,1,2,2,4,2,1,,,,,,2,4,4,3,1,3,,,,,,2,2,4,2,1,1,1,2,1,2,2,1,1,3,2,3,2,2,2,2,1,3,2,3,3,6,2,3,3,2,3,3,2,4,4,2,2,,5,1,1,1,1,1,1,3,2,1,2,3,3,4,1,1,6,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,7,2,2,1,2,0.7134979314778415
201801123361,14-Aug-2024 20:42:56,14-Aug-2024 20:56:11,1,1,9,2,1,2,5,5,2,2,,,,,,4,5,3,5,3,3,,,,,,3,2,1,1,3,1,1,3,1,2,2,1,1,2,2,3,2,2,3,4,5,3,2,2,2,4,4,4,4,4,2,2,1,3,2,1,2,,5,2,2,1,1,1,1,3,1,1,2,3,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,6,1,,1,1,1,9,2,1,2,3,0.8673234453371242
201801123500,13-Aug-2024 15:02:29,13-Aug-2024 15:07:53,3,1,9,1,1,2,5,3,2,3,6,6,6,6,6,,,,,,2,2,2,2,2,2,,,,,,2,2,2,3,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,4,5,5,5,5,5,5,5,1,4,4,3,,,3,1,1,1,1,1,1,2,4,1,2,3,2,3,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,99,1,1,2,99,1.0468525535015203
201801123531,13-Aug-2024 14:52:30,13-Aug-2024 14:59:35,3,1,9,1,2,2,5,4,3,6,2,6,4,6,6,,,,,,2,2,2,2,2,4,,,,,,1,4,1,2,4,4,4,4,3,3,3,3,3,3,2,3,3,6,6,6,4,5,5,5,5,5,5,2,4,4,3,,,3,2,2,2,2,2,2,3,1,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,2,2,2,5,3,2,2,3,1,6,3,2,2,2,0.898095847097207
201801123794,18-Aug-2024 16:09:19,18-Aug-2024 16:17:26,4,1,9,2,1,3,5,5,3,6,,,,,,3,4,2,6,3,2,,,,,,2,2,2,3,1,1,2,1,2,1,4,1,3,3,3,3,1,1,3,1,2,2,2,3,4,4,1,2,3,4,1,2,2,4,4,2,99,,3,1,1,1,2,1,1,3,3,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,9,,3,5,2,,2,4,1,99,4,2,1,99,0.66028559563227
201801123819,13-Aug-2024 14:06:14,13-Aug-2024 14:10:44,1,1,9,2,2,2,2,4,2,3,,,,,,4,4,3,6,3,2,,,,,,3,2,3,3,4,2,3,2,2,3,4,4,2,3,2,3,1,1,1,1,1,1,2,3,3,4,2,5,5,5,2,5,2,4,4,2,1,3,3,1,2,1,1,1,1,2,5,1,2,3,1,1,2,1,6,1,1,1,1,3,1,6,2,2,2,5,2,,2,4,3,6,4,1,2,2,0.9539017674074723
201801123945,13-Aug-2024 16:31:03,13-Aug-2024 16:36:07,1,1,9,1,1,1,2,3,2,2,2,2,2,1,3,,,,,,3,2,1,3,3,3,,,,,,1,2,1,2,1,1,4,2,2,2,4,3,3,1,1,2,4,5,2,3,4,2,2,2,2,1,3,2,2,5,1,1,2,5,1,1,2,2,1,1,2,1,1,2,3,1,2,2,1,5,2,,1,1,1,1,1,5,,4,4,2,,2,4,1,9,5,1,1,3,0.4828474056089483
201801124020,15-Aug-2024 14:56:18,15-Aug-2024 15:01:20,1,1,9,1,1,2,2,4,2,4,3,3,5,3,3,,,,,,2,3,2,2,2,3,,,,,,2,2,2,2,3,2,2,2,1,2,1,1,1,1,1,1,1,2,1,3,5,3,3,3,3,5,5,2,5,4,2,2,,5,1,1,1,1,1,1,4,1,1,2,3,1,2,2,1,5,2,,1,1,1,1,3,1,1,1,1,1,,1,1,1,9,2,1,1,2,0.8510406290413421
201801124336,12-Aug-2024 16:43:35,12-Aug-2024 16:59:13,3,1,9,1,2,2,5,4,3,6,2,3,6,6,6,,,,,,3,3,1,3,3,3,,,,,,4,2,2,2,3,2,4,2,1,2,1,1,2,1,2,4,3,4,4,3,5,2,4,4,4,5,4,2,4,4,2,2,,5,1,1,2,2,2,2,3,1,1,2,3,2,4,2,1,6,2,,1,1,1,1,1,1,2,1,2,1,,1,2,1,4,3,2,1,2,0.6975116558180885
201801124369,14-Aug-2024 18:40:35,14-Aug-2024 18:48:31,1,1,9,2,2,2,5,3,2,3,,,,,,2,4,3,2,2,2,,,,,,3,2,3,2,3,1,3,1,3,1,1,2,2,3,3,3,1,3,3,2,3,1,3,4,3,6,2,5,5,5,2,2,2,3,4,2,2,,5,2,1,2,2,1,2,4,1,1,2,3,2,2,1,1,5,2,,1,1,1,1,6,10,,3,6,3,2,2,3,1,7,3,1,2,3,0.9347883579060006
201801124390,14-Aug-2024 18:57:15,14-Aug-2024 19:00:48,3,1,9,1,2,2,2,2,1,5,5,5,5,5,5,,,,,,2,2,2,2,2,2,,,,,,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,4,4,4,5,5,2,5,1,1,1,2,2,1,1,1,1,1,2,5,2,1,2,3,3,2,1,1,6,2,,1,1,1,1,6,6,,4,2,4,1,1,2,1,9,3,1,2,3,0.7319951676117558
201801124399,13-Aug-2024 16:55:37,13-Aug-2024 17:09:56,1,1,9,1,99,2,5,4,3,3,6,6,6,6,6,,,,,,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,3,99,3,3,3,3,3,3,3,6,6,6,6,5,5,5,5,5,5,3,6,6,3,,,4,1,1,2,2,2,2,3,2,1,2,3,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,5,2,2,1,2,0.6277268604331578
201801124405,14-Aug-2024 15:30:10,14-Aug-2024 15:39:12,1,1,9,2,2,2,5,5,2,6,,,,,,6,6,6,6,6,4,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,6,6,6,5,5,5,5,5,5,1,6,6,2,2,,6,1,1,1,1,1,2,3,1,1,2,3,2,4,1,1,5,2,,1,1,1,1,1,2,2,2,1,3,1,1,1,1,99,2,5,1,99,0.9048585888025245
201801124418,13-Aug-2024 15:08:29,13-Aug-2024 15:14:24,3,1,9,2,2,3,5,4,3,3,,,,,,3,6,6,6,4,2,,,,,,4,3,3,3,3,4,4,4,2,1,4,3,2,3,3,3,3,3,3,4,4,3,2,3,3,4,5,5,5,5,5,5,2,4,4,2,2,,3,2,2,2,2,2,2,3,1,1,2,3,2,4,1,2,4,2,,1,1,1,1,1,1,2,1,6,2,,2,3,1,9,3,2,1,3,0.687925342260211
201801124456,16-Aug-2024 02:44:59,16-Aug-2024 02:49:22,1,1,9,2,2,2,3,2,1,5,,,,,,4,4,5,5,5,1,,,,,,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,5,5,5,1,4,5,2,2,,2,2,2,2,2,2,3,4,1,1,2,3,1,2,2,3,2,1,1,1,1,3,1,1,1,1,1,4,3,1,1,9,1,7,99,1,2,2,1.6908371047551867
201801125039,13-Aug-2024 21:27:09,13-Aug-2024 21:44:30,1,1,9,1,1,1,2,4,2,2,1,4,2,2,2,,,,,,2,3,2,2,2,3,,,,,,2,2,1,2,1,2,2,1,3,1,3,2,3,3,3,4,3,2,4,3,3,2,2,2,2,1,2,2,4,99,2,2,,4,1,2,1,2,1,1,3,1,1,3,5,2,4,1,1,5,2,,1,1,1,1,1,10,,3,6,1,,1,1,1,3,1,1,2,2,0.6579316421789118
201801125137,13-Aug-2024 15:05:58,13-Aug-2024 15:11:40,1,1,9,1,2,1,3,4,1,3,3,3,3,3,3,,,,,,3,3,3,3,3,3,,,,,,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,2,2,,3,2,2,1,1,2,2,3,3,1,2,3,1,2,1,2,3,2,,1,2,2,1,6,1,1,1,5,4,1,1,1,1,3,2,1,1,1,0.21246022772651915
201801125269,14-Aug-2024 09:57:57,14-Aug-2024 10:07:34,3,1,9,1,2,2,5,4,2,2,1,2,3,2,2,,,,,,2,1,2,2,2,2,,,,,,1,4,4,4,2,3,4,4,2,2,4,3,3,3,2,3,3,2,4,4,3,1,3,3,2,1,3,2,3,3,3,,,2,2,2,1,2,1,1,4,2,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,1,1,1,4,2,,2,4,1,2,4,2,2,1,1.006957127532267
201801125691,13-Aug-2024 14:17:28,13-Aug-2024 14:27:52,1,1,9,1,2,2,4,4,2,1,6,2,6,2,2,,,,,,4,4,2,4,3,4,,,,,,1,2,1,2,1,4,4,2,2,1,2,1,1,2,2,1,2,2,3,3,3,2,5,5,5,2,3,3,4,4,2,1,3,4,2,2,2,2,1,2,4,1,1,2,3,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,1,4,1,1,1,3,7,2,2,1,2,0.9498576333438318
201801125732,15-Aug-2024 14:15:42,15-Aug-2024 14:21:57,3,1,9,2,2,3,1,4,2,3,,,,,,4,4,4,3,4,2,,,,,,2,2,2,2,1,2,2,2,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,4,4,2,3,3,3,2,3,2,4,4,2,1,2,3,3,1,2,2,2,1,3,1,1,2,3,2,1,1,1,5,2,,1,2,2,1,1,1,2,1,5,2,,2,3,1,9,3,1,2,3,1.0895387969670922
201801125755,13-Aug-2024 14:16:47,13-Aug-2024 14:22:16,1,1,9,1,2,3,4,3,1,3,2,2,3,2,3,,,,,,3,1,1,3,2,1,,,,,,3,2,2,2,2,1,2,2,2,2,4,4,3,3,3,4,3,4,4,4,4,2,5,5,2,2,2,2,3,3,2,2,,2,2,3,3,3,3,3,4,2,1,2,3,3,4,2,1,6,2,,1,1,1,1,1,1,1,1,2,2,,2,4,1,7,4,2,1,2,0.6928435727733786
201801125764,16-Aug-2024 15:34:43,16-Aug-2024 15:42:14,1,1,9,2,1,3,2,4,2,4,,,,,,4,4,4,4,4,2,,,,,,2,2,3,2,1,2,2,2,2,2,2,2,1,3,3,1,1,1,2,2,1,1,1,3,4,4,5,5,5,5,5,5,2,4,4,1,2,,5,1,1,1,2,1,1,3,1,1,2,3,2,2,1,2,3,2,,1,1,1,1,1,12,,3,6,3,2,2,3,1,9,3,2,2,3,1.4165820478574478
201801125784,13-Aug-2024 15:24:00,13-Aug-2024 15:27:23,1,1,9,1,3,99,5,5,3,6,6,6,6,6,6,,,,,,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,3,3,99,99,99,99,99,99,99,6,6,6,6,5,5,5,5,5,5,3,6,6,99,,,3,1,2,2,1,1,2,3,2,1,2,3,3,4,2,3,2,2,,1,1,1,1,1,1,1,1,6,3,99,9,9,3,99,99,2,2,99,1.4325102774720406
201801126040,14-Aug-2024 18:24:27,14-Aug-2024 18:44:01,3,1,9,2,2,2,5,4,3,5,,,,,,6,6,5,6,2,2,,,,,,4,4,4,3,4,2,3,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,3,3,3,,,3,3,3,2,3,2,3,3,3,1,2,3,3,4,2,3,2,99,,1,1,1,1,1,2,2,2,2,1,,1,1,1,1,1,2,2,1,0.9349632340739878
201801126045,13-Aug-2024 14:47:32,13-Aug-2024 14:55:00,1,1,9,1,1,2,2,3,2,5,4,5,5,5,6,,,,,,2,2,2,2,2,2,,,,,,4,3,2,2,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,1,5,4,2,2,,4,1,2,2,1,1,2,3,1,1,2,3,1,2,1,2,3,2,,1,1,1,1,1,2,2,2,1,3,1,1,2,3,1,3,2,1,1,0.8646675244805522
201801126282,15-Aug-2024 20:27:39,15-Aug-2024 20:28:50,1,1,9,2,2,2,4,3,2,5,,,,,,4,5,4,4,4,2,,,,,,2,3,3,3,3,2,3,2,2,3,2,2,2,1,2,2,2,2,2,2,3,3,2,2,4,4,5,5,5,5,3,3,2,4,4,3,,,4,1,1,1,1,1,2,3,1,1,2,3,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,8,2,2,1,2,0.8103906735788882
201801126656,13-Aug-2024 20:43:59,13-Aug-2024 20:50:36,1,1,9,2,2,3,1,5,3,5,,,,,,5,5,5,6,5,2,,,,,,2,2,4,2,4,2,4,2,4,4,2,2,2,1,2,1,1,1,1,2,1,1,1,1,4,4,5,5,5,5,5,5,3,5,5,2,2,,6,1,1,1,1,1,1,1,6,2,2,3,1,2,2,3,2,2,,1,1,1,1,1,1,1,1,2,1,,1,2,3,1,3,1,1,1,0.618140928627474
201801126667,12-Aug-2024 18:24:30,12-Aug-2024 18:38:32,1,1,9,2,1,2,5,4,3,3,,,,,,4,3,4,3,5,2,,,,,,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,1,1,1,4,3,1,1,2,4,3,3,3,3,3,3,3,1,5,3,2,2,,3,2,3,2,3,2,3,3,2,1,3,6,3,2,2,3,2,2,,1,1,1,1,1,1,1,1,5,3,1,1,1,1,9,2,1,2,2,0.9839726501543118
201801126729,14-Aug-2024 13:16:53,14-Aug-2024 13:24:01,3,1,9,2,2,3,5,5,3,6,,,,,,6,6,6,6,6,2,,,,,,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,4,4,5,5,5,5,5,5,3,4,4,3,,,99,1,1,2,2,1,1,1,4,1,2,3,2,3,2,2,3,2,,1,1,1,1,1,12,,3,5,1,,1,1,1,6,1,1,2,2,0.8655010050728826
201801126915,13-Aug-2024 20:16:43,13-Aug-2024 20:29:13,1,1,9,2,2,3,5,3,1,2,,,,,,2,2,2,6,2,2,,,,,,3,2,3,3,3,2,1,2,2,3,2,2,2,3,2,2,2,2,2,4,2,3,3,4,3,3,2,2,2,2,2,2,3,3,3,2,2,,5,1,1,2,2,1,1,2,1,1,2,3,2,2,2,1,6,2,,1,1,1,1,1,2,2,2,2,2,,2,3,1,8,3,1,2,2,1.0239573275682552
201801127407,13-Aug-2024 15:08:53,13-Aug-2024 15:14:58,1,1,9,1,1,3,3,4,2,4,3,6,6,6,6,,,,,,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,1,3,1,1,3,1,1,2,3,6,6,6,6,5,5,5,5,5,5,3,4,3,2,2,,6,1,1,2,2,2,2,3,1,1,2,3,2,3,1,2,3,2,,1,4,4,1,6,1,1,1,4,1,,1,1,1,99,2,99,99,99,0.8140704581783279
201801127436,16-Aug-2024 07:30:44,16-Aug-2024 07:43:26,1,1,9,2,1,2,4,3,2,4,,,,,,3,4,3,4,4,2,,,,,,2,2,4,3,2,2,2,2,4,2,2,2,4,1,2,2,1,2,3,3,1,3,2,3,4,5,2,2,3,3,2,3,2,3,3,2,2,,4,1,1,2,2,2,2,3,1,1,2,3,2,4,2,2,3,2,,1,1,1,1,5,1,1,1,1,1,,1,1,1,1,1,2,2,2,0.83624157594845006
201801127552,13-Aug-2024 16:20:39,13-Aug-2024 16:29:29,1,1,9,2,2,2,2,5,2,4,,,,,,4,5,3,6,4,2,,,,,,2,2,3,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,2,3,2,5,5,2,2,,5,2,1,1,2,1,1,2,1,1,2,3,3,3,2,2,3,1,1,1,1,3,1,1,11,2,4,6,3,1,1,1,1,7,2,1,2,2,0.8066543312530847
201801127712,16-Aug-2024 15:40:22,16-Aug-2024 15:45:51,1,1,9,2,2,2,2,3,2,5,,,,,,4,4,4,4,4,2,,,,,,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,4,4,3,3,3,3,3,3,2,5,3,2,2,,5,1,1,1,2,1,1,4,1,1,2,3,2,2,2,2,4,2,,4,1,1,4,1,1,1,1,2,1,,1,1,1,99,2,2,1,99,1.1711219260120018
201801128104,15-Aug-2024 14:02:14,15-Aug-2024 14:08:54,1,1,9,2,1,2,5,5,1,5,,,,,,5,5,5,6,5,2,,,,,,2,2,2,4,4,4,3,3,3,2,3,1,3,1,2,1,1,1,2,1,3,1,1,1,6,5,4,4,4,4,4,4,2,5,5,1,1,5,5,2,1,2,3,1,1,3,1,2,2,3,3,2,2,2,4,2,,1,1,1,1,3,12,,3,6,1,,1,1,1,9,1,1,2,3,0.9794358644014687
201801128173,13-Aug-2024 15:31:30,13-Aug-2024 15:37:37,3,1,9,1,2,2,5,3,2,3,3,2,4,4,2,,,,,,2,1,2,2,2,3,,,,,,2,1,2,1,3,2,2,1,1,2,4,2,3,3,3,2,3,3,4,1,4,2,3,3,3,2,3,2,4,4,3,,,5,1,1,1,1,1,2,2,1,2,2,3,3,4,2,2,3,2,,1,1,1,1,3,12,,3,6,1,,1,2,1,1,3,2,2,1,0.7286462963875084
201801128311,15-Aug-2024 08:16:06,15-Aug-2024 08:21:47,3,1,9,1,2,3,2,3,2,3,3,4,4,2,3,,,,,,2,3,1,2,2,2,,,,,,3,1,2,1,1,3,1,4,3,2,3,3,2,2,3,2,4,3,3,4,4,1,2,2,2,1,2,3,4,4,2,1,4,3,2,2,2,1,1,2,3,1,1,3,5,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,2,3,2,2,3,1,9,3,1,1,3,0.8915471993900731
201801128370,16-Aug-2024 07:14:34,16-Aug-2024 07:22:29,3,1,9,2,2,2,4,4,3,6,,,,,,3,3,3,6,3,2,,,,,,2,2,4,3,3,4,1,2,4,4,2,2,2,3,2,2,1,2,3,1,1,1,2,3,4,4,5,5,5,5,5,5,2,4,4,3,,,3,1,1,2,1,1,2,3,1,2,2,3,3,3,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,6,2,2,1,2,0.9858212107126945
201801128400,13-Aug-2024 14:15:10,13-Aug-2024 14:26:40,1,1,9,2,2,2,3,4,2,2,,,,,,4,4,5,4,3,2,,,,,,2,2,3,2,2,2,2,1,1,1,3,4,1,1,3,1,1,1,1,2,1,3,3,2,3,5,3,2,2,3,2,2,1,4,4,2,1,4,4,1,1,1,1,1,1,3,1,1,3,5,2,4,2,1,6,2,,4,1,1,4,5,1,1,1,2,1,,1,1,1,8,1,2,1,2,0.8574045550301572
201801128487,13-Aug-2024 17:50:42,13-Aug-2024 17:55:53,1,1,9,2,2,2,3,4,3,4,,,,,,4,4,4,6,4,2,,,,,,2,2,3,3,2,2,1,2,4,4,2,2,1,3,2,2,2,2,2,2,2,2,1,2,4,4,5,5,5,5,5,5,2,4,4,3,,,4,1,1,2,2,1,1,3,1,1,2,3,2,2,2,2,3,2,,1,1,1,1,3,1,1,1,5,1,,1,2,1,4,3,1,1,1,0.7288038588283915
201801128755,13-Aug-2024 16:48:04,13-Aug-2024 16:54:54,1,1,9,2,1,1,4,3,1,2,,,,,,3,2,2,2,3,1,,,,,,1,3,2,2,1,1,3,4,4,3,4,1,2,2,1,3,2,2,2,4,4,3,3,3,2,3,5,5,5,5,2,2,2,4,4,1,1,3,4,1,1,1,2,1,1,3,2,1,2,3,1,2,1,1,6,2,,1,1,1,1,2,12,,3,5,3,2,2,3,1,9,3,1,2,2,0.955161063738287
201801128832,17-Aug-2024 08:53:09,17-Aug-2024 09:00:26,1,1,9,2,2,2,5,5,2,6,,,,,,6,5,6,6,6,2,,,,,,2,2,3,3,4,2,4,2,4,3,2,2,2,3,2,3,1,2,3,3,1,1,3,3,6,4,5,5,5,5,5,5,2,4,4,2,2,,5,1,1,2,3,1,1,4,1,1,2,3,1,2,2,2,3,2,,1,1,1,1,1,12,,3,6,1,,1,2,1,4,3,2,2,1,1.195479401343909
